Nombre completo,Correo,Estatus,Hora y fecha última conexión,Calificación,LastConnetion
Cameron Martin,cameron.martin@example.com,Finalizado,10 de agosto de 2021 12:06,7.2,2021-08-10 12:06:00
Cameron Peters,cameron.peters@example.com,Finalizado,3 de febrero de 2022 04:03,0.13,2022-02-03 04:03:00
Cameron Richmond DDS,cameron.richmond.dds@example.com,Finalizado,6 de septiembre de 2023 06:56,1.31,2023-09-06 06:56:00
Candace Hernandez,candace.hernandez@example.com,Finalizado,23 de diciembre de 2024 18:33,6.32,2024-12-23 18:33:00
Candace Smith,candace.smith@example.com,Finalizado,26 de diciembre de 2021 07:12,4.17,2021-12-26 07:12:00
Candice Downs,candice.downs@example.com,Finalizado,8 de junio de 2024 23:46,6.23,2024-06-08 23:46:00
Candice Goodwin,candice.goodwin@example.com,Finalizado,12 de junio de 2024 10:30,8.3,2024-06-12 10:30:00
Candice Smith,candice.smith@example.com,Finalizado,11 de abril de 2023 03:01,2.72,2023-04-11 03:01:00
Carl Gibson,carl.gibson@example.com,Finalizado,5 de mayo de 2020 09:08,9.52,2020-05-05 09:08:00
Carl Graham,carl.graham@example.com,Finalizado,22 de junio de 2022 01:32,5.8,2022-06-22 01:32:00
Carl James,carl.james@example.com,Finalizado,8 de diciembre de 2022 01:01,1.68,2022-12-08 01:01:00
Carl Kelly,carl.kelly@example.com,Finalizado,22 de julio de 2023 18:43,8.48,2023-07-22 18:43:00
Carl Lester,carl.lester@example.com,Finalizado,25 de diciembre de 2020 00:16,8.55,2020-12-25 00:16:00
Carl Morrison,carl.morrison@example.com,Finalizado,5 de mayo de 2023 15:10,3.13,2023-05-05 15:10:00
Carl Perez,carl.perez@example.com,Finalizado,25 de septiembre de 2022 08:36,3.51,2022-09-25 08:36:00
Carl Phillips,carl.phillips@example.com,Finalizado,9 de junio de 2022 05:16,9.4,2022-06-09 05:16:00
Carl Rasmussen,carl.rasmussen@example.com,Finalizado,21 de mayo de 2023 15:29,4.03,2023-05-21 15:29:00
Carl Shaw,carl.shaw@example.com,Finalizado,11 de noviembre de 2023 18:35,6.46,2023-11-11 18:35:00
Carl Sims,carl.sims@example.com,Finalizado,2 de enero de 2024 19:26,5.14,2024-01-02 19:26:00
Carla Burke DVM,carla.burke.dvm@example.com,Finalizado,28 de noviembre de 2022 12:37,6.91,2022-11-28 12:37:00
Carla Donovan,carla.donovan@example.com,Finalizado,11 de agosto de 2023 03:17,5.66,2023-08-11 03:17:00
Carla Johnston,carla.johnston@example.com,Finalizado,30 de junio de 2021 01:17,1.83,2021-06-30 01:17:00
Carla Larsen,carla.larsen@example.com,Finalizado,9 de mayo de 2020 01:30,5.57,2020-05-09 01:30:00
Carla Miller,carla.miller@example.com,Finalizado,19 de julio de 2021 07:29,5.32,2021-07-19 07:29:00
Carla Rowe,carla.rowe@example.com,Finalizado,29 de junio de 2020 01:26,6.04,2020-06-29 01:26:00
Carla Simmons,carla.simmons@example.com,Finalizado,27 de mayo de 2022 17:44,1.21,2022-05-27 17:44:00
Carla Williams,carla.williams@example.com,Finalizado,14 de marzo de 2023 11:03,8.87,2023-03-14 11:03:00
Carlos Anderson,carlos.anderson@example.com,Finalizado,28 de junio de 2020 23:50,1.94,2020-06-28 23:50:00
Carlos Bailey,carlos.bailey@example.com,Finalizado,7 de enero de 2022 19:01,1.92,2022-01-07 19:01:00
Carlos Barron,carlos.barron@example.com,Finalizado,27 de abril de 2023 17:52,9.04,2023-04-27 17:52:00
Carlos Huff,carlos.huff@example.com,Finalizado,8 de febrero de 2023 14:09,1.18,2023-02-08 14:09:00
Carlos Miller III,carlos.miller.iii@example.com,Finalizado,1 de septiembre de 2024 22:16,4.3,2024-09-01 22:16:00
Carlos Singh,carlos.singh@example.com,Finalizado,4 de abril de 2023 02:54,8.41,2023-04-04 02:54:00
Carlos Stephenson,carlos.stephenson@example.com,Finalizado,15 de agosto de 2022 10:44,9.35,2022-08-15 10:44:00
Carlos Stevenson,carlos.stevenson@example.com,Finalizado,7 de octubre de 2023 21:06,5.85,2023-10-07 21:06:00
Carlos Taylor,carlos.taylor@example.com,Finalizado,7 de mayo de 2022 16:23,8.97,2022-05-07 16:23:00
Carlos Turner,carlos.turner@example.com,Finalizado,3 de julio de 2022 16:40,1.19,2022-07-03 16:40:00
Carlos Watson,carlos.watson@example.com,Finalizado,19 de agosto de 2023 14:25,5.72,2023-08-19 14:25:00
Carlos Welch,carlos.welch@example.com,Finalizado,19 de noviembre de 2020 21:04,0.82,2020-11-19 21:04:00
Carlos White,carlos.white@example.com,Finalizado,7 de julio de 2020 23:53,6.76,2020-07-07 23:53:00
Carlos Williams,carlos.williams@example.com,Finalizado,25 de octubre de 2020 22:37,5.04,2020-10-25 22:37:00
Carly Bowen,carly.bowen@example.com,Finalizado,28 de enero de 2023 18:56,6.33,2023-01-28 18:56:00
Carly Wagner,carly.wagner@example.com,Finalizado,14 de enero de 2021 17:28,2.09,2021-01-14 17:28:00
Carmen Johnson,carmen.johnson@example.com,Finalizado,1 de marzo de 2020 21:00,5.12,2020-03-01 21:00:00
Carmen Koch,carmen.koch@example.com,Finalizado,19 de marzo de 2024 09:08,8.3,2024-03-19 09:08:00
Carol Barnes,carol.barnes@example.com,Finalizado,14 de febrero de 2023 16:54,8.2,2023-02-14 16:54:00
Carol Cooper,carol.cooper@example.com,Finalizado,18 de julio de 2021 23:45,0.64,2021-07-18 23:45:00
Carol Dougherty DDS,carol.dougherty.dds@example.com,Finalizado,7 de agosto de 2022 17:37,8.12,2022-08-07 17:37:00
Carol Edwards,carol.edwards@example.com,Finalizado,13 de marzo de 2022 22:51,3.07,2022-03-13 22:51:00
Carol Garcia,carol.garcia@example.com,Finalizado,26 de julio de 2020 05:41,0.11,2020-07-26 05:41:00
Carol Hays,carol.hays@example.com,Finalizado,10 de enero de 2021 18:56,2.03,2021-01-10 18:56:00
Carol Jenkins,carol.jenkins@example.com,Finalizado,3 de septiembre de 2022 08:35,7.59,2022-09-03 08:35:00
Carol Martin,carol.martin@example.com,Finalizado,30 de mayo de 2020 23:55,0.8,2020-05-30 23:55:00
Carol Padilla,carol.padilla@example.com,Finalizado,21 de abril de 2020 14:03,6.66,2020-04-21 14:03:00
Carol Richards,carol.richards@example.com,Finalizado,3 de julio de 2024 18:16,4.36,2024-07-03 18:16:00
Carol Rodriguez,carol.rodriguez@example.com,Finalizado,30 de noviembre de 2021 22:18,6.48,2021-11-30 22:18:00
Carol Sparks,carol.sparks@example.com,Finalizado,13 de febrero de 2022 23:33,6.51,2022-02-13 23:33:00
Carol Wallace,carol.wallace@example.com,Finalizado,16 de febrero de 2024 00:34,1.46,2024-02-16 00:34:00
Caroline Harrison,caroline.harrison@example.com,Finalizado,30 de abril de 2021 21:13,3.5,2021-04-30 21:13:00
Caroline Owen,caroline.owen@example.com,Finalizado,30 de noviembre de 2022 04:51,4.04,2022-11-30 04:51:00
Caroline Rivera,caroline.rivera@example.com,Finalizado,29 de septiembre de 2021 19:20,8.68,2021-09-29 19:20:00
Caroline Sullivan,caroline.sullivan@example.com,Finalizado,26 de febrero de 2023 16:46,5.08,2023-02-26 16:46:00
Carolyn Fernandez,carolyn.fernandez@example.com,Finalizado,29 de julio de 2020 03:59,0.51,2020-07-29 03:59:00
Carolyn Fowler,carolyn.fowler@example.com,Finalizado,4 de agosto de 2023 10:20,1.04,2023-08-04 10:20:00
Carolyn Gutierrez,carolyn.gutierrez@example.com,Finalizado,21 de diciembre de 2020 12:15,5.85,2020-12-21 12:15:00
Carolyn Klein,carolyn.klein@example.com,Finalizado,3 de julio de 2020 16:01,0.9,2020-07-03 16:01:00
Carolyn Mccormick,carolyn.mccormick@example.com,Finalizado,2 de diciembre de 2023 19:10,7.36,2023-12-02 19:10:00
Carolyn Miller,carolyn.miller@example.com,Finalizado,17 de julio de 2022 10:08,5.34,2022-07-17 10:08:00
Carolyn Moore,carolyn.moore@example.com,Finalizado,20 de julio de 2024 18:34,0.72,2024-07-20 18:34:00
Carolyn Murray,carolyn.murray@example.com,Finalizado,6 de abril de 2020 19:52,7.77,2020-04-06 19:52:00
Carolyn Oneal,carolyn.oneal@example.com,Finalizado,5 de marzo de 2022 15:16,2.7,2022-03-05 15:16:00
Carolyn Sanchez,carolyn.sanchez@example.com,Finalizado,15 de noviembre de 2021 03:52,3.5,2021-11-15 03:52:00
Carolyn Sherman,carolyn.sherman@example.com,Finalizado,14 de abril de 2023 19:28,8.94,2023-04-14 19:28:00
Carolyn Vasquez,carolyn.vasquez@example.com,Finalizado,29 de junio de 2024 11:15,8.65,2024-06-29 11:15:00
Carrie Caldwell,carrie.caldwell@example.com,Finalizado,13 de febrero de 2024 15:24,0.02,2024-02-13 15:24:00
Carrie Cantrell,carrie.cantrell@example.com,Finalizado,8 de enero de 2021 15:50,4.04,2021-01-08 15:50:00
Carrie Cox,carrie.cox@example.com,Finalizado,17 de abril de 2023 17:47,5.71,2023-04-17 17:47:00
Carrie Ibarra,carrie.ibarra@example.com,Finalizado,30 de noviembre de 2023 23:07,1.03,2023-11-30 23:07:00
Carrie Marks,carrie.marks@example.com,Finalizado,24 de mayo de 2022 09:29,0.26,2022-05-24 09:29:00
Carrie Oliver,carrie.oliver@example.com,Finalizado,13 de diciembre de 2022 11:01,8.14,2022-12-13 11:01:00
Carrie Peterson,carrie.peterson@example.com,Finalizado,31 de agosto de 2024 03:48,0.69,2024-08-31 03:48:00
Carrie Powell,carrie.powell@example.com,Finalizado,18 de noviembre de 2024 02:17,8.45,2024-11-18 02:17:00
Carrie Williams,carrie.williams@example.com,Finalizado,16 de mayo de 2023 19:48,1.2,2023-05-16 19:48:00
Carrie Yang,carrie.yang@example.com,Finalizado,8 de marzo de 2022 01:14,0.87,2022-03-08 01:14:00
Casey Beck,casey.beck@example.com,Finalizado,7 de septiembre de 2021 02:59,7.49,2021-09-07 02:59:00
Casey Becker,casey.becker@example.com,Finalizado,15 de junio de 2024 20:31,3.08,2024-06-15 20:31:00
Casey Christensen,casey.christensen@example.com,Finalizado,29 de abril de 2023 19:35,2.06,2023-04-29 19:35:00
Casey Fitzpatrick,casey.fitzpatrick@example.com,Finalizado,4 de noviembre de 2022 03:50,5.44,2022-11-04 03:50:00
Casey Goodwin,casey.goodwin@example.com,Finalizado,5 de junio de 2024 16:07,3.66,2024-06-05 16:07:00
Casey Hardy,casey.hardy@example.com,Finalizado,12 de junio de 2022 08:19,5.45,2022-06-12 08:19:00
Casey Hendricks,casey.hendricks@example.com,Finalizado,3 de septiembre de 2020 09:53,7.74,2020-09-03 09:53:00
Casey Jimenez,casey.jimenez@example.com,Finalizado,17 de diciembre de 2022 14:52,7.08,2022-12-17 14:52:00
Casey Stevens,casey.stevens+2@example.com,Finalizado,19 de julio de 2020 00:22,7.56,2020-07-19 00:22:00
Casey Taylor,casey.taylor@example.com,Finalizado,18 de octubre de 2023 21:56,9.33,2023-10-18 21:56:00
Casey Walker,casey.walker@example.com,Finalizado,1 de agosto de 2020 13:35,1.79,2020-08-01 13:35:00
Cassandra Daniels,cassandra.daniels@example.com,Finalizado,15 de enero de 2020 10:23,5.47,2020-01-15 10:23:00
Cassandra Fowler,cassandra.fowler@example.com,Finalizado,5 de abril de 2020 11:08,8.5,2020-04-05 11:08:00
Cassandra Garcia,cassandra.garcia@example.com,Finalizado,27 de noviembre de 2024 18:53,0.85,2024-11-27 18:53:00
Cassandra Harmon,cassandra.harmon@example.com,Finalizado,21 de octubre de 2024 13:42,0.38,2024-10-21 13:42:00
Cassandra Harris,cassandra.harris@example.com,Finalizado,11 de octubre de 2021 06:47,5.68,2021-10-11 06:47:00
Cassandra Johnson,cassandra.johnson@example.com,Finalizado,5 de febrero de 2021 12:41,0.57,2021-02-05 12:41:00
Cassandra Leon,cassandra.leon@example.com,Finalizado,28 de junio de 2022 08:28,1.21,2022-06-28 08:28:00
Cassandra Martinez,cassandra.martinez@example.com,Finalizado,19 de marzo de 2021 01:24,0.69,2021-03-19 01:24:00
Cassandra Palmer,cassandra.palmer@example.com,Finalizado,11 de diciembre de 2023 02:48,2.74,2023-12-11 02:48:00
Cassandra Rangel,cassandra.rangel@example.com,Finalizado,2 de marzo de 2022 02:56,9.0,2022-03-02 02:56:00
Cassandra Taylor,cassandra.taylor@example.com,Finalizado,13 de enero de 2020 02:38,6.27,2020-01-13 02:38:00
Cassandra Torres,cassandra.torres@example.com,Finalizado,17 de marzo de 2022 09:10,8.43,2022-03-17 09:10:00
Cassandra Wilkerson,cassandra.wilkerson@example.com,Finalizado,21 de octubre de 2022 00:37,3.99,2022-10-21 00:37:00
Cassidy Carter,cassidy.carter@example.com,Finalizado,29 de enero de 2023 19:16,4.28,2023-01-29 19:16:00
Cassidy Crane,cassidy.crane@example.com,Finalizado,15 de mayo de 2020 09:03,0.03,2020-05-15 09:03:00
Cassidy Mack,cassidy.mack@example.com,Finalizado,2 de noviembre de 2024 02:50,8.52,2024-11-02 02:50:00
Cassie Douglas,cassie.douglas@example.com,Finalizado,2 de mayo de 2022 12:01,1.01,2022-05-02 12:01:00
Cassie Turner,cassie.turner@example.com,Finalizado,8 de noviembre de 2022 11:03,5.55,2022-11-08 11:03:00
Catherine Boyd,catherine.boyd@example.com,Finalizado,7 de octubre de 2021 14:22,1.8,2021-10-07 14:22:00
Catherine Clark,catherine.clark@example.com,Finalizado,20 de diciembre de 2023 14:21,4.04,2023-12-20 14:21:00
Catherine Coleman,catherine.coleman@example.com,Finalizado,16 de marzo de 2024 21:08,7.68,2024-03-16 21:08:00
Catherine Cross,catherine.cross@example.com,Finalizado,3 de junio de 2020 17:56,5.02,2020-06-03 17:56:00
Catherine Cruz,catherine.cruz@example.com,Finalizado,4 de enero de 2022 06:33,2.78,2022-01-04 06:33:00
Catherine Davis,catherine.davis@example.com,Finalizado,27 de octubre de 2022 23:52,8.18,2022-10-27 23:52:00
Catherine Edwards,catherine.edwards@example.com,Finalizado,18 de septiembre de 2021 12:48,5.73,2021-09-18 12:48:00
Catherine Hall,catherine.hall@example.com,Finalizado,2 de enero de 2022 14:16,1.54,2022-01-02 14:16:00
Catherine Harrison,catherine.harrison@example.com,Finalizado,11 de agosto de 2024 09:33,0.73,2024-08-11 09:33:00
Catherine Hebert,catherine.hebert@example.com,Finalizado,25 de mayo de 2024 13:56,2.4,2024-05-25 13:56:00
Catherine Horton,catherine.horton@example.com,Finalizado,4 de abril de 2024 02:35,0.51,2024-04-04 02:35:00
Catherine James,catherine.james@example.com,Finalizado,21 de marzo de 2020 07:09,4.5,2020-03-21 07:09:00
Catherine Johnston,catherine.johnston@example.com,Finalizado,6 de junio de 2022 05:48,5.01,2022-06-06 05:48:00
Catherine Jones,catherine.jones@example.com,Finalizado,17 de julio de 2020 18:53,4.23,2020-07-17 18:53:00
Catherine King,catherine.king@example.com,Finalizado,23 de enero de 2020 06:21,3.97,2020-01-23 06:21:00
Catherine Lara,catherine.lara@example.com,Finalizado,11 de agosto de 2023 12:55,9.35,2023-08-11 12:55:00
Catherine Lewis,catherine.lewis@example.com,Finalizado,5 de marzo de 2020 14:25,5.31,2020-03-05 14:25:00
Catherine Lopez,catherine.lopez@example.com,Finalizado,22 de mayo de 2021 08:29,5.89,2021-05-22 08:29:00
Catherine Martin,catherine.martin@example.com,Finalizado,23 de abril de 2021 07:49,8.88,2021-04-23 07:49:00
Catherine Mcdaniel,catherine.mcdaniel@example.com,Finalizado,8 de enero de 2023 22:28,7.78,2023-01-08 22:28:00
Catherine Patton,catherine.patton@example.com,Finalizado,9 de marzo de 2021 15:29,5.23,2021-03-09 15:29:00
Catherine Powell,catherine.powell@example.com,Finalizado,26 de julio de 2024 08:22,5.14,2024-07-26 08:22:00
Catherine Raymond,catherine.raymond+2@example.com,Finalizado,16 de diciembre de 2020 09:24,6.23,2020-12-16 09:24:00
Catherine Rodriguez,catherine.rodriguez@example.com,Finalizado,8 de septiembre de 2021 09:44,0.76,2021-09-08 09:44:00
Catherine Sandoval,catherine.sandoval@example.com,Finalizado,4 de agosto de 2023 14:35,7.73,2023-08-04 14:35:00
Catherine Villegas,catherine.villegas@example.com,Finalizado,21 de septiembre de 2022 21:32,4.95,2022-09-21 21:32:00
Catherine Wallace,catherine.wallace@example.com,Finalizado,9 de abril de 2023 12:25,0.56,2023-04-09 12:25:00
Catherine Williams,catherine.williams@example.com,Finalizado,29 de abril de 2023 00:53,3.75,2023-04-29 00:53:00
Catherine Wilson,catherine.wilson@example.com,Finalizado,10 de junio de 2023 23:56,5.51,2023-06-10 23:56:00
Catherine Woods,catherine.woods@example.com,Finalizado,24 de agosto de 2023 03:01,4.47,2023-08-24 03:01:00
Cathy Lee,cathy.lee@example.com,Finalizado,19 de noviembre de 2020 02:42,9.72,2020-11-19 02:42:00
Cathy Roman,cathy.roman@example.com,Finalizado,9 de enero de 2021 17:43,0.63,2021-01-09 17:43:00
Cesar Buck,cesar.buck@example.com,Finalizado,27 de enero de 2021 20:59,6.95,2021-01-27 20:59:00
Chad Davidson,chad.davidson@example.com,Finalizado,17 de abril de 2021 12:05,2.05,2021-04-17 12:05:00
Chad Freeman,chad.freeman@example.com,Finalizado,27 de diciembre de 2022 00:13,3.76,2022-12-27 00:13:00
Chad Green,chad.green@example.com,Finalizado,3 de enero de 2020 19:22,5.94,2020-01-03 19:22:00
Chad Haley,chad.haley@example.com,Finalizado,15 de marzo de 2020 10:27,2.42,2020-03-15 10:27:00
Chad Hubbard,chad.hubbard@example.com,Finalizado,21 de noviembre de 2020 18:36,2.95,2020-11-21 18:36:00
Chad Jennings,chad.jennings@example.com,Finalizado,5 de marzo de 2020 11:38,7.15,2020-03-05 11:38:00
Chad Johnson,chad.johnson@example.com,Finalizado,18 de mayo de 2024 01:38,9.39,2024-05-18 01:38:00
Chad Jones,chad.jones@example.com,Finalizado,29 de abril de 2022 03:11,7.37,2022-04-29 03:11:00
Chad Kennedy,chad.kennedy@example.com,Finalizado,2 de febrero de 2023 07:04,7.02,2023-02-02 07:04:00
Chad Khan,chad.khan@example.com,Finalizado,24 de enero de 2020 17:51,5.09,2020-01-24 17:51:00
Chad Montgomery,chad.montgomery@example.com,Finalizado,27 de mayo de 2024 03:56,4.89,2024-05-27 03:56:00
Chad Myers,chad.myers@example.com,Finalizado,26 de agosto de 2024 14:47,8.17,2024-08-26 14:47:00
Chad Pittman,chad.pittman@example.com,Finalizado,26 de junio de 2024 15:41,1.93,2024-06-26 15:41:00
Chad Reese PhD,chad.reese.phd@example.com,Finalizado,20 de junio de 2020 10:53,6.34,2020-06-20 10:53:00
Chad Rojas,chad.rojas@example.com,Finalizado,25 de octubre de 2020 08:00,2.51,2020-10-25 08:00:00
Chad Shaw,chad.shaw@example.com,Finalizado,6 de marzo de 2023 06:09,5.05,2023-03-06 06:09:00
Chad Simpson,chad.simpson@example.com,Finalizado,5 de octubre de 2022 10:23,0.12,2022-10-05 10:23:00
Chad Stone,chad.stone@example.com,Finalizado,20 de diciembre de 2021 23:54,6.17,2021-12-20 23:54:00
Chad Walter,chad.walter@example.com,Finalizado,25 de abril de 2021 01:56,1.97,2021-04-25 01:56:00
Chad White,chad.white@example.com,Finalizado,12 de enero de 2021 20:45,9.7,2021-01-12 20:45:00
Chad Wilson,chad.wilson@example.com,Finalizado,5 de junio de 2022 02:10,6.62,2022-06-05 02:10:00
Chad Wong,chad.wong@example.com,Finalizado,18 de agosto de 2020 01:47,5.28,2020-08-18 01:47:00
Charlene Cruz,charlene.cruz@example.com,Finalizado,11 de abril de 2022 00:04,2.43,2022-04-11 00:04:00
Charlene Quinn,charlene.quinn@example.com,Finalizado,12 de enero de 2023 03:14,0.54,2023-01-12 03:14:00
Charlene Rose,charlene.rose@example.com,Finalizado,5 de diciembre de 2024 05:51,1.74,2024-12-05 05:51:00
Charles Adams,charles.adams@example.com,Finalizado,23 de octubre de 2022 07:13,4.83,2022-10-23 07:13:00
Charles Bautista,charles.bautista@example.com,Finalizado,24 de julio de 2024 08:18,3.4,2024-07-24 08:18:00
Charles Beasley,charles.beasley@example.com,Finalizado,3 de abril de 2020 06:54,9.87,2020-04-03 06:54:00
Charles Bishop,charles.bishop@example.com,Finalizado,9 de abril de 2020 18:04,3.36,2020-04-09 18:04:00
Charles Booker,charles.booker@example.com,Finalizado,16 de octubre de 2021 15:52,7.09,2021-10-16 15:52:00
Charles Castillo,charles.castillo@example.com,Finalizado,14 de diciembre de 2020 03:10,2.3,2020-12-14 03:10:00
Charles Clark,charles.clark@example.com,Finalizado,25 de abril de 2023 12:47,0.93,2023-04-25 12:47:00
Charles Cruz,charles.cruz@example.com,Finalizado,1 de marzo de 2024 04:20,4.13,2024-03-01 04:20:00
Charles Davidson,charles.davidson@example.com,Finalizado,29 de julio de 2021 02:03,6.41,2021-07-29 02:03:00
Charles Estrada,charles.estrada@example.com,Finalizado,10 de septiembre de 2024 13:13,2.55,2024-09-10 13:13:00
Charles Fernandez,charles.fernandez@example.com,Finalizado,11 de mayo de 2024 20:35,5.99,2024-05-11 20:35:00
Charles Flores,charles.flores@example.com,Finalizado,18 de agosto de 2024 11:46,2.35,2024-08-18 11:46:00
Charles Garcia,charles.garcia@example.com,Finalizado,3 de octubre de 2023 02:08,2.23,2023-10-03 02:08:00
Charles Hansen,charles.hansen@example.com,Finalizado,3 de octubre de 2023 02:46,4.35,2023-10-03 02:46:00
Charles Harris,charles.harris@example.com,Finalizado,9 de septiembre de 2023 04:42,7.86,2023-09-09 04:42:00
Charles Hart,charles.hart@example.com,Finalizado,30 de noviembre de 2023 15:46,7.15,2023-11-30 15:46:00
Charles Herring,charles.herring@example.com,Finalizado,26 de junio de 2024 02:30,3.73,2024-06-26 02:30:00
Charles Higgins,charles.higgins@example.com,Finalizado,22 de noviembre de 2023 11:43,1.01,2023-11-22 11:43:00
Charles Hobbs,charles.hobbs@example.com,Finalizado,14 de mayo de 2023 18:40,7.49,2023-05-14 18:40:00
Charles Jackson,charles.jackson@example.com,Finalizado,6 de marzo de 2020 21:03,7.1,2020-03-06 21:03:00
Charles Johnson,charles.johnson@example.com,Finalizado,11 de abril de 2020 13:43,8.65,2020-04-11 13:43:00
Charles King,charles.king@example.com,Finalizado,17 de junio de 2023 22:03,3.63,2023-06-17 22:03:00
